,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40374,79,retired,married,secondary,no,723,no,no,telephone,22,jun,295,3,-1,0,unknown,no
29680,53,blue-collar,married,secondary,no,483,yes,no,cellular,3,feb,288,3,-1,0,unknown,no
5183,44,blue-collar,married,primary,no,858,yes,no,unknown,21,may,362,5,-1,0,unknown,no
19327,32,technician,married,secondary,no,560,no,no,cellular,6,aug,1044,4,-1,0,unknown,yes
42920,34,blue-collar,married,secondary,no,1221,yes,no,cellular,5,feb,210,2,274,6,failure,no
40355,57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,yes
380,38,blue-collar,married,secondary,no,757,yes,no,unknown,6,may,133,1,-1,0,unknown,no
22746,33,technician,married,tertiary,no,74,no,no,cellular,25,aug,116,4,-1,0,unknown,no
33143,56,unemployed,divorced,secondary,no,283,yes,yes,cellular,20,apr,89,3,341,2,failure,no
36475,31,admin.,married,secondary,no,1331,yes,no,cellular,11,may,927,2,-1,0,unknown,no
16586,34,self-employed,single,tertiary,no,693,yes,no,cellular,24,jul,130,1,-1,0,unknown,no
31947,36,management,married,tertiary,no,1,yes,yes,cellular,13,apr,84,2,-1,0,unknown,no
43476,35,self-employed,married,tertiary,no,1178,yes,yes,cellular,15,apr,220,2,183,5,failure,no
5491,42,admin.,divorced,secondary,no,687,yes,yes,unknown,23,may,229,1,-1,0,unknown,no
10880,58,blue-collar,married,secondary,no,544,no,no,unknown,17,jun,97,1,-1,0,unknown,no
12431,37,self-employed,married,tertiary,no,0,no,yes,unknown,30,jun,202,1,-1,0,unknown,no
24395,34,admin.,single,secondary,no,0,yes,no,cellular,17,nov,214,1,174,2,failure,no
5227,33,blue-collar,single,secondary,no,372,yes,no,unknown,23,may,92,1,-1,0,unknown,no
45150,65,management,married,unknown,no,2352,no,no,cellular,8,nov,354,3,188,13,success,no
13924,41,blue-collar,married,primary,no,54,yes,no,cellular,10,jul,121,1,-1,0,unknown,no
4764,30,blue-collar,married,secondary,no,1445,yes,no,unknown,20,may,140,1,-1,0,unknown,no
6413,45,admin.,divorced,secondary,no,1126,yes,no,unknown,27,may,172,1,-1,0,unknown,no
27786,37,management,married,tertiary,no,-76,yes,no,cellular,28,jan,230,1,204,1,other,no
21201,45,blue-collar,married,primary,no,147,no,no,cellular,14,aug,109,3,-1,0,unknown,no
6676,53,technician,divorced,secondary,no,45,no,no,unknown,28,may,171,6,-1,0,unknown,no
28964,53,management,married,secondary,no,-264,no,yes,cellular,2,feb,150,1,-1,0,unknown,no
24510,50,management,married,tertiary,no,830,no,no,cellular,17,nov,71,1,138,2,failure,no
9462,42,management,married,tertiary,no,202,no,no,unknown,6,jun,136,1,-1,0,unknown,no
4732,32,blue-collar,married,secondary,no,2561,yes,no,unknown,20,may,135,2,-1,0,unknown,no
31138,28,admin.,single,secondary,no,119,no,no,cellular,19,feb,260,3,-1,0,unknown,no
40938,30,unemployed,single,tertiary,no,1159,no,no,cellular,12,aug,95,1,68,1,success,no
18436,54,management,married,tertiary,no,12,no,no,telephone,31,jul,77,4,-1,0,unknown,no
43123,48,housemaid,married,tertiary,no,5473,no,no,cellular,24,feb,127,2,184,2,success,yes
35443,50,self-employed,single,secondary,no,766,yes,no,cellular,7,may,253,2,304,4,failure,no
199,61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown,no
32041,66,retired,married,secondary,no,3473,no,no,cellular,14,apr,441,2,-1,0,unknown,no
37136,48,blue-collar,married,secondary,no,865,yes,no,cellular,13,may,78,2,-1,0,unknown,no
6394,40,admin.,married,secondary,no,-666,yes,no,unknown,27,may,107,2,-1,0,unknown,no
15815,46,housemaid,married,primary,no,201,yes,no,cellular,21,jul,91,1,-1,0,unknown,no
17054,57,management,divorced,tertiary,no,909,yes,no,cellular,25,jul,147,2,-1,0,unknown,no
43992,30,technician,single,secondary,no,938,no,no,cellular,25,jun,171,1,141,3,other,no
10096,59,retired,married,tertiary,no,307,no,yes,unknown,11,jun,63,5,-1,0,unknown,no
11352,39,admin.,married,secondary,no,0,no,no,unknown,19,jun,29,11,-1,0,unknown,no
10359,44,unemployed,married,secondary,no,1590,yes,no,unknown,12,jun,349,1,-1,0,unknown,no
42985,44,management,married,tertiary,no,1791,no,no,cellular,11,feb,71,1,190,1,success,yes
36377,42,blue-collar,divorced,secondary,no,498,yes,no,cellular,11,may,173,2,-1,0,unknown,no
15782,33,student,married,secondary,no,0,no,no,cellular,21,jul,100,1,-1,0,unknown,no
14203,44,admin.,married,secondary,no,1074,yes,no,cellular,11,jul,911,2,-1,0,unknown,yes
25113,41,technician,single,tertiary,no,159,no,no,cellular,18,nov,164,1,-1,0,unknown,no
13729,42,self-employed,married,secondary,no,97,no,no,cellular,10,jul,108,2,-1,0,unknown,no
32981,24,blue-collar,married,secondary,no,204,yes,yes,cellular,17,apr,229,3,-1,0,unknown,no
26413,39,admin.,single,secondary,no,782,yes,no,cellular,20,nov,162,3,-1,0,unknown,no
9161,26,technician,married,secondary,no,-293,yes,yes,unknown,5,jun,64,2,-1,0,unknown,no
39161,52,blue-collar,married,secondary,no,266,yes,no,cellular,18,may,87,2,299,3,other,no
13611,34,services,single,secondary,no,49,no,yes,cellular,9,jul,181,1,-1,0,unknown,no
26595,59,technician,divorced,secondary,no,2396,no,no,cellular,20,nov,488,1,-1,0,unknown,yes
13525,52,management,married,primary,no,324,no,no,cellular,9,jul,81,1,-1,0,unknown,no
21475,48,technician,married,secondary,no,466,no,no,cellular,19,aug,99,7,-1,0,unknown,no
18790,41,unemployed,divorced,secondary,no,1281,no,no,cellular,31,jul,45,3,-1,0,unknown,no
15706,33,technician,married,tertiary,no,75,no,no,cellular,21,jul,204,4,-1,0,unknown,no
19897,55,retired,married,primary,no,1821,no,no,cellular,8,aug,224,2,-1,0,unknown,no
10433,42,unemployed,married,secondary,no,583,yes,no,unknown,12,jun,153,6,-1,0,unknown,no
2188,32,blue-collar,married,primary,no,1064,yes,no,unknown,12,may,326,1,-1,0,unknown,no
12728,33,services,single,secondary,no,170,no,no,cellular,7,jul,782,1,-1,0,unknown,yes
11541,51,blue-collar,married,primary,no,91,no,yes,unknown,19,jun,368,2,-1,0,unknown,no
32499,41,technician,married,secondary,no,442,yes,yes,cellular,17,apr,261,3,322,1,other,no
20418,33,management,married,tertiary,no,685,no,no,cellular,12,aug,72,2,-1,0,unknown,no
43103,80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
7879,52,blue-collar,married,primary,no,2439,yes,no,unknown,30,may,212,3,-1,0,unknown,no
2220,37,blue-collar,married,secondary,no,454,yes,no,unknown,12,may,115,1,-1,0,unknown,no
1558,39,management,married,tertiary,no,429,yes,no,unknown,8,may,272,4,-1,0,unknown,no
19337,57,management,married,tertiary,no,0,no,no,cellular,6,aug,100,6,-1,0,unknown,no
44704,52,management,married,tertiary,no,2635,no,no,cellular,6,sep,313,1,108,8,success,no
18034,56,retired,divorced,secondary,no,1005,no,yes,cellular,30,jul,69,4,-1,0,unknown,no
10403,40,management,married,secondary,no,406,yes,no,unknown,12,jun,577,2,-1,0,unknown,yes
34742,35,blue-collar,married,secondary,no,5417,yes,no,cellular,6,may,303,1,-1,0,unknown,no
44098,70,retired,married,primary,no,2795,no,no,cellular,8,jul,480,1,181,2,success,yes
17146,44,services,married,secondary,no,908,yes,yes,cellular,28,jul,102,7,-1,0,unknown,no
6272,46,technician,married,secondary,no,-337,yes,no,unknown,27,may,112,1,-1,0,unknown,no
12259,47,management,married,tertiary,no,2716,no,no,unknown,23,jun,339,4,-1,0,unknown,no
36003,51,services,married,primary,no,314,yes,yes,telephone,8,may,713,3,-1,0,unknown,no
21020,34,technician,married,tertiary,no,8029,yes,no,cellular,14,aug,593,4,-1,0,unknown,yes
2734,42,blue-collar,divorced,primary,no,419,yes,yes,unknown,14,may,96,4,-1,0,unknown,no
12333,42,blue-collar,married,secondary,no,160,yes,yes,unknown,26,jun,190,1,-1,0,unknown,no
6217,29,admin.,single,tertiary,no,2904,yes,no,unknown,27,may,33,1,-1,0,unknown,no
18576,36,management,single,tertiary,no,2706,no,no,cellular,31,jul,75,3,-1,0,unknown,no
31528,48,admin.,divorced,secondary,no,4099,no,no,cellular,2,apr,397,2,-1,0,unknown,yes
7997,46,blue-collar,married,primary,no,938,yes,no,unknown,2,jun,92,2,-1,0,unknown,no
23721,33,technician,married,secondary,no,2,no,no,cellular,28,aug,385,7,-1,0,unknown,no
44052,39,blue-collar,married,primary,no,1,yes,no,unknown,1,jul,165,1,745,2,failure,no
28172,36,technician,married,secondary,no,319,yes,no,cellular,29,jan,29,1,266,1,failure,no
44887,49,management,married,tertiary,no,1167,yes,yes,cellular,24,sep,249,1,91,14,success,yes
19388,47,management,single,tertiary,no,324,no,yes,cellular,6,aug,72,1,-1,0,unknown,no
23183,33,management,married,tertiary,no,0,no,no,cellular,27,aug,181,4,-1,0,unknown,no
5425,37,services,divorced,secondary,no,239,yes,no,unknown,23,may,140,2,-1,0,unknown,no
40274,43,management,married,tertiary,no,3518,no,no,cellular,15,jun,181,2,-1,0,unknown,yes
26196,55,self-employed,married,secondary,no,12159,yes,no,cellular,20,nov,142,2,174,2,failure,no
5761,41,blue-collar,married,secondary,yes,-651,yes,yes,unknown,26,may,374,1,-1,0,unknown,no
22904,39,technician,single,secondary,no,0,no,no,cellular,25,aug,194,9,-1,0,unknown,no
20252,40,housemaid,married,secondary,no,116,no,no,cellular,11,aug,1099,4,-1,0,unknown,no
37775,53,services,single,secondary,no,4778,yes,no,cellular,14,may,83,1,-1,0,unknown,no
3226,42,technician,single,tertiary,no,2157,yes,yes,unknown,15,may,260,1,-1,0,unknown,no
33790,28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,4,-1,0,unknown,yes
2376,30,admin.,single,secondary,no,1374,yes,no,unknown,13,may,207,1,-1,0,unknown,no
31993,43,blue-collar,divorced,primary,no,515,yes,no,cellular,13,apr,199,2,146,1,failure,no
6422,46,blue-collar,married,primary,no,-326,yes,no,unknown,27,may,59,4,-1,0,unknown,no
5729,30,admin.,married,secondary,no,-170,yes,yes,unknown,26,may,130,1,-1,0,unknown,no
36172,33,blue-collar,married,secondary,no,358,no,no,cellular,11,may,231,1,350,1,failure,no
11780,50,admin.,divorced,secondary,no,0,yes,no,unknown,20,jun,174,1,-1,0,unknown,no
1809,34,technician,single,tertiary,no,2257,yes,no,unknown,9,may,62,1,-1,0,unknown,no
2436,34,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,may,276,1,-1,0,unknown,no
16348,28,student,single,tertiary,no,270,no,no,cellular,23,jul,172,1,-1,0,unknown,no
21669,34,technician,single,tertiary,no,82,no,no,cellular,19,aug,292,4,-1,0,unknown,no
27611,45,management,married,secondary,no,1546,no,no,telephone,21,nov,171,2,-1,0,unknown,no
39739,24,student,single,secondary,no,501,no,no,cellular,28,may,121,6,-1,0,unknown,no
26617,58,retired,married,tertiary,no,5087,no,no,cellular,20,nov,63,2,154,1,failure,no
27350,48,blue-collar,married,primary,no,3837,no,yes,cellular,21,nov,120,1,-1,0,unknown,no
24225,48,management,married,tertiary,no,3419,yes,no,cellular,17,nov,75,1,-1,0,unknown,no
44329,57,technician,married,tertiary,no,1181,no,no,cellular,29,jul,169,2,182,2,success,yes
9735,46,blue-collar,married,primary,no,1666,yes,no,unknown,9,jun,94,13,-1,0,unknown,no
10415,44,management,single,tertiary,no,3355,yes,no,unknown,12,jun,312,2,-1,0,unknown,no
33751,75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,1,-1,0,unknown,yes
33696,27,admin.,single,tertiary,no,832,no,no,cellular,21,apr,336,1,-1,0,unknown,no
2005,37,entrepreneur,divorced,secondary,no,1190,yes,no,unknown,9,may,268,3,-1,0,unknown,no
2059,39,unemployed,divorced,secondary,no,507,yes,no,unknown,12,may,150,7,-1,0,unknown,no
4452,30,blue-collar,married,secondary,no,1803,yes,no,unknown,20,may,29,1,-1,0,unknown,no
37186,52,blue-collar,married,secondary,no,33,no,yes,cellular,13,may,204,1,331,3,success,no
37466,36,services,married,secondary,no,-302,yes,no,cellular,13,may,36,2,-1,0,unknown,no
5782,50,blue-collar,married,primary,no,14,yes,yes,unknown,26,may,68,1,-1,0,unknown,no
26488,37,technician,single,secondary,no,-272,no,yes,cellular,20,nov,104,3,139,6,failure,no
1104,29,services,single,secondary,no,566,no,no,unknown,7,may,127,2,-1,0,unknown,no
39856,26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success,yes
27701,36,technician,married,tertiary,no,4932,yes,no,cellular,21,nov,273,5,-1,0,unknown,no
25083,39,blue-collar,married,primary,no,111,no,no,cellular,18,nov,201,2,-1,0,unknown,no
25542,32,entrepreneur,married,tertiary,no,964,yes,no,cellular,19,nov,130,1,120,2,failure,no
2495,54,admin.,divorced,secondary,no,1814,no,no,unknown,13,may,521,1,-1,0,unknown,no
8197,50,management,divorced,tertiary,no,5164,yes,no,unknown,2,jun,146,4,-1,0,unknown,no
11817,37,blue-collar,married,secondary,no,43,yes,no,unknown,20,jun,250,3,-1,0,unknown,no
34440,43,technician,married,secondary,no,994,yes,yes,cellular,5,may,51,1,-1,0,unknown,no
41214,39,management,married,secondary,no,18,yes,no,cellular,21,aug,102,1,91,1,failure,no
45018,38,management,married,tertiary,no,276,no,no,cellular,14,oct,322,1,-1,0,unknown,no
17230,36,blue-collar,married,secondary,no,1587,yes,no,cellular,28,jul,200,2,-1,0,unknown,no
37303,39,blue-collar,married,primary,no,499,yes,no,cellular,13,may,156,1,-1,0,unknown,no
17534,59,management,married,secondary,no,-1246,no,no,telephone,29,jul,175,2,-1,0,unknown,no
2897,48,blue-collar,married,secondary,no,1596,yes,no,unknown,14,may,760,1,-1,0,unknown,yes
30606,35,management,single,tertiary,no,3,yes,yes,cellular,6,feb,217,1,-1,0,unknown,no
12769,54,management,divorced,tertiary,no,92,no,yes,telephone,7,jul,86,4,-1,0,unknown,no
39980,37,management,married,tertiary,no,865,yes,no,cellular,3,jun,101,1,-1,0,unknown,no
18842,53,admin.,married,secondary,no,769,no,no,cellular,4,aug,59,1,-1,0,unknown,no
31305,43,technician,married,secondary,no,1358,no,no,cellular,10,mar,159,3,-1,0,unknown,yes
21707,31,technician,married,secondary,no,1072,no,no,cellular,19,aug,141,3,-1,0,unknown,no
12568,49,technician,divorced,primary,no,1807,no,yes,unknown,3,jul,122,3,-1,0,unknown,no
706,44,technician,single,unknown,no,78,yes,no,unknown,6,may,13,6,-1,0,unknown,no
41433,24,student,single,secondary,no,154,no,no,cellular,4,sep,205,2,-1,0,unknown,no
14819,25,services,single,tertiary,no,130,yes,no,cellular,16,jul,49,1,-1,0,unknown,no
2181,32,management,married,primary,no,142,yes,no,unknown,12,may,101,1,-1,0,unknown,no
6869,32,admin.,single,secondary,no,562,yes,no,unknown,28,may,116,6,-1,0,unknown,no
19021,58,retired,married,secondary,no,4725,no,no,cellular,5,aug,241,1,-1,0,unknown,no
15499,58,housemaid,married,primary,no,237,no,no,telephone,18,jul,200,3,-1,0,unknown,no
39654,24,technician,single,secondary,no,1234,no,no,cellular,27,may,480,2,-1,0,unknown,no
37478,38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,531,2,-1,0,unknown,yes
17439,39,services,married,secondary,no,823,yes,yes,cellular,28,jul,780,2,-1,0,unknown,no
18824,51,technician,divorced,secondary,no,1063,no,yes,cellular,4,aug,78,1,-1,0,unknown,no
44550,29,self-employed,single,tertiary,no,814,no,no,unknown,13,aug,461,1,-1,0,unknown,yes
42093,60,retired,divorced,primary,no,8434,no,no,telephone,2,nov,105,2,-1,0,unknown,no
20901,41,technician,single,tertiary,no,5389,no,no,cellular,13,aug,209,5,-1,0,unknown,no
30454,41,entrepreneur,single,tertiary,no,791,yes,no,cellular,5,feb,215,1,80,1,other,no
16791,25,entrepreneur,married,tertiary,no,30,yes,no,cellular,24,jul,254,2,-1,0,unknown,no
4848,36,services,married,secondary,no,115,no,no,unknown,21,may,114,1,-1,0,unknown,no
39846,54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,jun,257,3,-1,0,unknown,yes
6194,30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown,no
26859,52,management,married,tertiary,no,7900,yes,no,cellular,20,nov,90,2,-1,0,unknown,no
4137,27,management,single,tertiary,yes,0,yes,no,unknown,19,may,352,1,-1,0,unknown,no
27411,53,blue-collar,married,secondary,no,3036,yes,no,cellular,21,nov,104,2,190,1,other,no
35281,26,blue-collar,single,secondary,no,2,yes,no,cellular,7,may,223,1,-1,0,unknown,no
13119,59,services,divorced,secondary,no,136,no,yes,telephone,8,jul,176,1,-1,0,unknown,no
39456,29,technician,single,secondary,no,590,no,no,cellular,25,may,124,1,-1,0,unknown,yes
43436,69,retired,married,primary,no,2398,no,no,cellular,12,apr,161,1,186,1,failure,no
11568,59,housemaid,married,primary,no,1071,no,no,unknown,19,jun,140,1,-1,0,unknown,no
30632,28,student,single,secondary,no,29,no,yes,cellular,6,feb,402,1,-1,0,unknown,no
22638,60,retired,married,unknown,no,963,no,no,cellular,22,aug,148,10,-1,0,unknown,no
15161,45,technician,married,secondary,no,1081,yes,no,cellular,17,jul,127,3,-1,0,unknown,no
42965,34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,243,2,92,3,success,yes
11796,41,blue-collar,single,primary,no,-206,no,no,unknown,20,jun,342,1,-1,0,unknown,no
25332,41,housemaid,divorced,primary,no,22,yes,no,cellular,18,nov,238,3,126,4,other,no
20570,33,housemaid,married,primary,no,209,no,no,cellular,12,aug,76,4,-1,0,unknown,no
38120,31,technician,single,secondary,no,591,yes,yes,cellular,15,may,14,5,-1,0,unknown,no
16701,30,services,married,secondary,no,-68,yes,yes,cellular,24,jul,78,1,-1,0,unknown,no
4572,39,blue-collar,single,secondary,no,4286,yes,no,unknown,20,may,1376,2,-1,0,unknown,no
4018,46,services,married,secondary,no,271,yes,no,unknown,16,may,134,4,-1,0,unknown,no
25839,37,blue-collar,married,primary,no,253,yes,no,cellular,19,nov,59,2,153,2,failure,no
2911,42,blue-collar,married,secondary,no,3,yes,no,unknown,14,may,34,1,-1,0,unknown,no
17998,56,unemployed,married,secondary,no,1340,no,yes,telephone,30,jul,197,6,-1,0,unknown,no
19419,38,technician,married,tertiary,no,180,no,no,cellular,6,aug,258,7,-1,0,unknown,no
42361,38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
7681,55,management,married,secondary,no,11743,yes,no,unknown,30,may,75,1,-1,0,unknown,no
4523,31,technician,single,secondary,no,1,yes,no,unknown,20,may,71,3,-1,0,unknown,no
11454,52,management,married,tertiary,no,3737,yes,no,unknown,19,jun,574,4,-1,0,unknown,no
25735,34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,nov,50,1,-1,0,unknown,no
30514,27,student,single,unknown,no,2183,no,no,cellular,5,feb,219,3,-1,0,unknown,no
491,29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,215,1,-1,0,unknown,no
44620,69,technician,married,secondary,no,2661,no,no,cellular,1,sep,925,1,187,3,other,no
35086,32,admin.,married,secondary,yes,-166,yes,no,cellular,6,may,129,3,-1,0,unknown,no
12379,57,blue-collar,married,primary,no,-238,no,no,unknown,27,jun,79,1,-1,0,unknown,no
18090,45,technician,married,secondary,no,1841,yes,no,cellular,30,jul,154,2,-1,0,unknown,no
33699,95,retired,divorced,primary,no,2282,no,no,telephone,21,apr,207,17,-1,0,unknown,yes
10,41,admin.,divorced,secondary,no,270,yes,no,unknown,5,may,222,1,-1,0,unknown,no
9752,47,management,married,unknown,no,150,no,no,unknown,9,jun,52,1,-1,0,unknown,no
21412,34,management,single,tertiary,no,757,no,no,cellular,18,aug,37,4,-1,0,unknown,no
28494,41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no
42183,32,technician,single,tertiary,no,1527,yes,no,cellular,9,nov,270,1,144,2,failure,no
23518,59,management,divorced,tertiary,no,866,no,no,cellular,28,aug,46,3,-1,0,unknown,no
4707,39,technician,married,tertiary,no,602,yes,no,unknown,20,may,191,7,-1,0,unknown,no
5851,54,management,married,tertiary,no,-305,yes,no,unknown,26,may,280,3,-1,0,unknown,no
35794,47,technician,married,primary,no,1280,no,no,cellular,8,may,51,1,-1,0,unknown,no
44865,29,unemployed,single,secondary,no,1055,no,no,cellular,23,sep,427,1,603,1,failure,yes
21564,56,admin.,married,secondary,no,33,yes,no,cellular,19,aug,97,2,-1,0,unknown,no
38958,28,admin.,single,secondary,no,-36,yes,no,cellular,18,may,379,1,-1,0,unknown,no
25106,50,admin.,single,secondary,no,642,no,no,cellular,18,nov,435,1,-1,0,unknown,no
4008,55,unknown,married,tertiary,no,0,no,no,unknown,16,may,409,3,-1,0,unknown,no
38342,30,services,single,secondary,no,-100,yes,yes,cellular,15,may,292,1,-1,0,unknown,no
